"","Sample_ID","taxon","taxonomic_level","assigned_taxon_class","reads","PCR_replicate","vial_id","collection_year","ReadsPerSample","read_prop","mid_latitude","mid_longitude","lme","Diatom_Indicator_percWT","Total_FA_Conc_WWT","gear_temperature"
"327","e02806-2-18S","Basidiomycota","phylum","Fungi",167,2,"162-30",2022,587,0.284497444633731,62.32656,-174.58062,"NBS",1.867157073,122.097041,-1.5
"328","e02806-2-18S","Cercozoa","phylum","Imbricatea",0,2,"162-30",2022,587,0,62.32656,-174.58062,"NBS",1.867157073,122.097041,-1.5
"329","e02806-2-18S","Chaetoceros","genus","Bacillariophyceae",0,2,"162-30",2022,587,0,62.32656,-174.58062,"NBS",1.867157073,122.097041,-1.5
"330","e02806-2-18S","Coscinodiscophyceae","class","Coscinodiscophyceae",0,2,"162-30",2022,587,0,62.32656,-174.58062,"NBS",1.867157073,122.097041,-1.5
"331","e02806-2-18S","Curvibasidium","genus","Fungi",0,2,"162-30",2022,587,0,62.32656,-174.58062,"NBS",1.867157073,122.097041,-1.5
"332","e02806-2-18S","Cyclotrichium cyclokaryon","species","Litostomatea",0,2,"162-30",2022,587,0,62.32656,-174.58062,"NBS",1.867157073,122.097041,-1.5
"333","e02806-2-18S","Cyranomonas australis","species","Imbricatea",0,2,"162-30",2022,587,0,62.32656,-174.58062,"NBS",1.867157073,122.097041,-1.5
"334","e02806-2-18S","Dichomitus squalens","species","Fungi",0,2,"162-30",2022,587,0,62.32656,-174.58062,"NBS",1.867157073,122.097041,-1.5
"335","e02806-2-18S","Ebria tripartita","species","Ebriophyceae",0,2,"162-30",2022,587,0,62.32656,-174.58062,"NBS",1.867157073,122.097041,-1.5
"336","e02806-2-18S","Esquamula lacrimiformis","species","Imbricatea",0,2,"162-30",2022,587,0,62.32656,-174.58062,"NBS",1.867157073,122.097041,-1.5
"337","e02806-2-18S","Gastropoda","class","Gastropoda",0,2,"162-30",2022,587,0,62.32656,-174.58062,"NBS",1.867157073,122.097041,-1.5
"338","e02806-2-18S","Mamiellaceae","family","Mamiellophyceae",0,2,"162-30",2022,587,0,62.32656,-174.58062,"NBS",1.867157073,122.097041,-1.5
"339","e02806-2-18S","Mammalia","class","Mammalia",25,2,"162-30",2022,587,0.0425894378194208,62.32656,-174.58062,"NBS",1.867157073,122.097041,-1.5
"340","e02806-2-18S","Mataza hastifera","species","Thecofilosea",0,2,"162-30",2022,587,0,62.32656,-174.58062,"NBS",1.867157073,122.097041,-1.5
"341","e02806-2-18S","Pleurocybella porrigens","species","Fungi",0,2,"162-30",2022,587,0,62.32656,-174.58062,"NBS",1.867157073,122.097041,-1.5
"342","e02806-2-18S","Polychaeta","class","Polychaeta",0,2,"162-30",2022,587,0,62.32656,-174.58062,"NBS",1.867157073,122.097041,-1.5
"343","e02806-2-18S","Schizoporaceae","family","Fungi",0,2,"162-30",2022,587,0,62.32656,-174.58062,"NBS",1.867157073,122.097041,-1.5
"344","e02806-2-18S","Strombidium biarmatum","species","Spirotrichea",0,2,"162-30",2022,587,0,62.32656,-174.58062,"NBS",1.867157073,122.097041,-1.5
"345","e02806-2-18S","Thaumatomonadida","order","Imbricatea",0,2,"162-30",2022,587,0,62.32656,-174.58062,"NBS",1.867157073,122.097041,-1.5
"346","e02806-2-18S","Tintinnidium cf. primitivum","species","Spirotrichea",0,2,"162-30",2022,587,0,62.32656,-174.58062,"NBS",1.867157073,122.097041,-1.5
"347","e02806-2-18S","Tremellales","order","Fungi",0,2,"162-30",2022,587,0,62.32656,-174.58062,"NBS",1.867157073,122.097041,-1.5
"348","e02806-2-18S","Triparmaceae","family","Bolidophyceae",0,2,"162-30",2022,587,0,62.32656,-174.58062,"NBS",1.867157073,122.097041,-1.5
"349","e02807-1-18S","Actinopteri","class","Actinopteri",29,1,"162-3",2022,6374.786857,0.00454917170574194,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"350","e02807-1-18S","Agaricales","order","Fungi",0,1,"162-3",2022,6374.786857,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"351","e02807-1-18S","Agaricomycetes","class","Fungi",0,1,"162-3",2022,6374.786857,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"352","e02807-1-18S","Amylocorticium cebennense","species","Fungi",0,1,"162-3",2022,6374.786857,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"353","e02807-1-18S","Ascomycota","phylum","Fungi",0,1,"162-3",2022,6374.786857,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"354","e02807-1-18S","Ascomycota/Basidiomycota","phylum","Fungi",0,1,"162-3",2022,6374.786857,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"355","e02807-1-18S","Auranticordis quadriverberis","species","Imbricatea",928,1,"162-3",2022,6374.786857,0.145573494583742,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"356","e02807-1-18S","Basidiomycota","phylum","Fungi",0,1,"162-3",2022,6374.786857,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"357","e02807-1-18S","Cercozoa","phylum","Imbricatea",1305,1,"162-3",2022,6374.786857,0.204712726758387,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"358","e02807-1-18S","Chaetoceros","genus","Bacillariophyceae",1775.786857,1,"162-3",2022,6374.786857,0.278564114665269,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"359","e02807-1-18S","Coscinodiscophyceae","class","Coscinodiscophyceae",0,1,"162-3",2022,6374.786857,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"360","e02807-1-18S","Curvibasidium","genus","Fungi",0,1,"162-3",2022,6374.786857,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"361","e02807-1-18S","Cyclotrichium cyclokaryon","species","Litostomatea",0,1,"162-3",2022,6374.786857,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"362","e02807-1-18S","Cyranomonas australis","species","Imbricatea",0,1,"162-3",2022,6374.786857,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"363","e02807-1-18S","Dichomitus squalens","species","Fungi",1419,1,"162-3",2022,6374.786857,0.222595677601649,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"364","e02807-1-18S","Ebria tripartita","species","Ebriophyceae",67,1,"162-3",2022,6374.786857,0.0105101553201624,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"365","e02807-1-18S","Esquamula lacrimiformis","species","Imbricatea",0,1,"162-3",2022,6374.786857,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"366","e02807-1-18S","Gastropoda","class","Gastropoda",0,1,"162-3",2022,6374.786857,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"367","e02807-1-18S","Mamiellaceae","family","Mamiellophyceae",225,1,"162-3",2022,6374.786857,0.0352952977169633,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"368","e02807-1-18S","Mammalia","class","Mammalia",13,1,"162-3",2022,6374.786857,0.00203928386809122,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"369","e02807-1-18S","Mataza hastifera","species","Thecofilosea",264,1,"162-3",2022,6374.786857,0.041413149321237,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"370","e02807-1-18S","Pleurocybella porrigens","species","Fungi",0,1,"162-3",2022,6374.786857,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"371","e02807-1-18S","Polychaeta","class","Polychaeta",0,1,"162-3",2022,6374.786857,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"372","e02807-1-18S","Schizoporaceae","family","Fungi",24,1,"162-3",2022,6374.786857,0.00376483175647609,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"373","e02807-1-18S","Strombidium biarmatum","species","Spirotrichea",0,1,"162-3",2022,6374.786857,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"374","e02807-1-18S","Thaumatomonadida","order","Imbricatea",325,1,"162-3",2022,6374.786857,0.0509820967022804,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"375","e02807-1-18S","Tintinnidium cf. primitivum","species","Spirotrichea",0,1,"162-3",2022,6374.786857,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"376","e02807-1-18S","Tremellales","order","Fungi",0,1,"162-3",2022,6374.786857,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"377","e02807-1-18S","Triparmaceae","family","Bolidophyceae",0,1,"162-3",2022,6374.786857,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"378","e02807-2-18S","Actinopteri","class","Actinopteri",0,2,"162-3",2022,3159.293558,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"379","e02807-2-18S","Agaricales","order","Fungi",0,2,"162-3",2022,3159.293558,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"380","e02807-2-18S","Agaricomycetes","class","Fungi",191,2,"162-3",2022,3159.293558,0.0604565534963814,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"381","e02807-2-18S","Amylocorticium cebennense","species","Fungi",0,2,"162-3",2022,3159.293558,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"382","e02807-2-18S","Ascomycota","phylum","Fungi",111,2,"162-3",2022,3159.293558,0.0351344368486824,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"383","e02807-2-18S","Ascomycota/Basidiomycota","phylum","Fungi",0,2,"162-3",2022,3159.293558,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"384","e02807-2-18S","Auranticordis quadriverberis","species","Imbricatea",771,2,"162-3",2022,3159.293558,0.244041899192199,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"385","e02807-2-18S","Basidiomycota","phylum","Fungi",0,2,"162-3",2022,3159.293558,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"386","e02807-2-18S","Cercozoa","phylum","Imbricatea",594,2,"162-3",2022,3159.293558,0.188016716109165,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"387","e02807-2-18S","Chaetoceros","genus","Bacillariophyceae",489.293558,2,"162-3",2022,3159.293558,0.154874356883046,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"388","e02807-2-18S","Coscinodiscophyceae","class","Coscinodiscophyceae",0,2,"162-3",2022,3159.293558,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"389","e02807-2-18S","Curvibasidium","genus","Fungi",0,2,"162-3",2022,3159.293558,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"390","e02807-2-18S","Cyclotrichium cyclokaryon","species","Litostomatea",0,2,"162-3",2022,3159.293558,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"391","e02807-2-18S","Cyranomonas australis","species","Imbricatea",0,2,"162-3",2022,3159.293558,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"392","e02807-2-18S","Dichomitus squalens","species","Fungi",348,2,"162-3",2022,3159.293558,0.110151207417491,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"393","e02807-2-18S","Ebria tripartita","species","Ebriophyceae",72,2,"162-3",2022,3159.293558,0.0227899049829291,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"394","e02807-2-18S","Esquamula lacrimiformis","species","Imbricatea",22,2,"162-3",2022,3159.293558,0.00696358207811722,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"395","e02807-2-18S","Gastropoda","class","Gastropoda",0,2,"162-3",2022,3159.293558,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"396","e02807-2-18S","Mamiellaceae","family","Mamiellophyceae",0,2,"162-3",2022,3159.293558,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"397","e02807-2-18S","Mammalia","class","Mammalia",75,2,"162-3",2022,3159.293558,0.0237394843572178,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"398","e02807-2-18S","Mataza hastifera","species","Thecofilosea",327,2,"162-3",2022,3159.293558,0.10350415179747,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"399","e02807-2-18S","Pleurocybella porrigens","species","Fungi",0,2,"162-3",2022,3159.293558,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"400","e02807-2-18S","Polychaeta","class","Polychaeta",0,2,"162-3",2022,3159.293558,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"401","e02807-2-18S","Schizoporaceae","family","Fungi",14,2,"162-3",2022,3159.293558,0.00443137041334732,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"402","e02807-2-18S","Strombidium biarmatum","species","Spirotrichea",0,2,"162-3",2022,3159.293558,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"403","e02807-2-18S","Thaumatomonadida","order","Imbricatea",145,2,"162-3",2022,3159.293558,0.0458963364239544,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"404","e02807-2-18S","Tintinnidium cf. primitivum","species","Spirotrichea",0,2,"162-3",2022,3159.293558,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"405","e02807-2-18S","Tremellales","order","Fungi",0,2,"162-3",2022,3159.293558,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"406","e02807-2-18S","Triparmaceae","family","Bolidophyceae",0,2,"162-3",2022,3159.293558,0,62.33188,-173.16956,"NBS",1.466616853,172.485955,-1.3
"407","e02808-2-18S","Actinopteri","class","Actinopteri",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"408","e02808-2-18S","Agaricales","order","Fungi",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"409","e02808-2-18S","Agaricomycetes","class","Fungi",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"410","e02808-2-18S","Amylocorticium cebennense","species","Fungi",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"411","e02808-2-18S","Ascomycota","phylum","Fungi",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"412","e02808-2-18S","Ascomycota/Basidiomycota","phylum","Fungi",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"413","e02808-2-18S","Auranticordis quadriverberis","species","Imbricatea",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"414","e02808-2-18S","Basidiomycota","phylum","Fungi",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"415","e02808-2-18S","Cercozoa","phylum","Imbricatea",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"416","e02808-2-18S","Chaetoceros","genus","Bacillariophyceae",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"417","e02808-2-18S","Coscinodiscophyceae","class","Coscinodiscophyceae",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"418","e02808-2-18S","Curvibasidium","genus","Fungi",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"419","e02808-2-18S","Cyclotrichium cyclokaryon","species","Litostomatea",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"420","e02808-2-18S","Cyranomonas australis","species","Imbricatea",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"421","e02808-2-18S","Dichomitus squalens","species","Fungi",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"422","e02808-2-18S","Ebria tripartita","species","Ebriophyceae",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"423","e02808-2-18S","Esquamula lacrimiformis","species","Imbricatea",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"424","e02808-2-18S","Gastropoda","class","Gastropoda",11,2,"162-20",2022,12381,0.000888458121314918,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"425","e02808-2-18S","Mamiellaceae","family","Mamiellophyceae",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"426","e02808-2-18S","Mammalia","class","Mammalia",643,2,"162-20",2022,12381,0.0519344156368629,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"427","e02808-2-18S","Mataza hastifera","species","Thecofilosea",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"428","e02808-2-18S","Pleurocybella porrigens","species","Fungi",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"429","e02808-2-18S","Polychaeta","class","Polychaeta",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"430","e02808-2-18S","Schizoporaceae","family","Fungi",11727,2,"162-20",2022,12381,0.947177126241822,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"431","e02808-2-18S","Strombidium biarmatum","species","Spirotrichea",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"432","e02808-2-18S","Thaumatomonadida","order","Imbricatea",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"433","e02808-2-18S","Tintinnidium cf. primitivum","species","Spirotrichea",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"434","e02808-2-18S","Tremellales","order","Fungi",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"435","e02808-2-18S","Triparmaceae","family","Bolidophyceae",0,2,"162-20",2022,12381,0,62.33338,-173.84636,"NBS",1.71851274,130.0806027,-1.3
"436","e02809-1-18S","Actinopteri","class","Actinopteri",74,1,"162-29",2022,1112,0.0665467625899281,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"437","e02809-1-18S","Agaricales","order","Fungi",0,1,"162-29",2022,1112,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"438","e02809-1-18S","Agaricomycetes","class","Fungi",927,1,"162-29",2022,1112,0.83363309352518,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"439","e02809-1-18S","Amylocorticium cebennense","species","Fungi",0,1,"162-29",2022,1112,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"440","e02809-1-18S","Ascomycota","phylum","Fungi",0,1,"162-29",2022,1112,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"441","e02809-1-18S","Ascomycota/Basidiomycota","phylum","Fungi",0,1,"162-29",2022,1112,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"442","e02809-1-18S","Auranticordis quadriverberis","species","Imbricatea",0,1,"162-29",2022,1112,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"443","e02809-1-18S","Basidiomycota","phylum","Fungi",51,1,"162-29",2022,1112,0.045863309352518,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"444","e02809-1-18S","Cercozoa","phylum","Imbricatea",0,1,"162-29",2022,1112,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"445","e02809-1-18S","Chaetoceros","genus","Bacillariophyceae",0,1,"162-29",2022,1112,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"446","e02809-1-18S","Coscinodiscophyceae","class","Coscinodiscophyceae",0,1,"162-29",2022,1112,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"447","e02809-1-18S","Curvibasidium","genus","Fungi",0,1,"162-29",2022,1112,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"448","e02809-1-18S","Cyclotrichium cyclokaryon","species","Litostomatea",0,1,"162-29",2022,1112,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"449","e02809-1-18S","Cyranomonas australis","species","Imbricatea",0,1,"162-29",2022,1112,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"450","e02809-1-18S","Dichomitus squalens","species","Fungi",0,1,"162-29",2022,1112,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"451","e02809-1-18S","Ebria tripartita","species","Ebriophyceae",0,1,"162-29",2022,1112,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"452","e02809-1-18S","Esquamula lacrimiformis","species","Imbricatea",0,1,"162-29",2022,1112,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"453","e02809-1-18S","Gastropoda","class","Gastropoda",0,1,"162-29",2022,1112,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"454","e02809-1-18S","Mamiellaceae","family","Mamiellophyceae",0,1,"162-29",2022,1112,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"455","e02809-1-18S","Mammalia","class","Mammalia",60,1,"162-29",2022,1112,0.0539568345323741,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"456","e02809-1-18S","Mataza hastifera","species","Thecofilosea",0,1,"162-29",2022,1112,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"457","e02809-1-18S","Pleurocybella porrigens","species","Fungi",0,1,"162-29",2022,1112,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"458","e02809-1-18S","Polychaeta","class","Polychaeta",0,1,"162-29",2022,1112,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"459","e02809-1-18S","Schizoporaceae","family","Fungi",0,1,"162-29",2022,1112,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"460","e02809-1-18S","Strombidium biarmatum","species","Spirotrichea",0,1,"162-29",2022,1112,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"461","e02809-1-18S","Thaumatomonadida","order","Imbricatea",0,1,"162-29",2022,1112,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"462","e02809-1-18S","Tintinnidium cf. primitivum","species","Spirotrichea",0,1,"162-29",2022,1112,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"463","e02809-1-18S","Tremellales","order","Fungi",0,1,"162-29",2022,1112,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"464","e02809-1-18S","Triparmaceae","family","Bolidophyceae",0,1,"162-29",2022,1112,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"465","e02809-2-18S","Actinopteri","class","Actinopteri",49,2,"162-29",2022,2326,0.0210662080825451,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"466","e02809-2-18S","Agaricales","order","Fungi",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"467","e02809-2-18S","Agaricomycetes","class","Fungi",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"468","e02809-2-18S","Amylocorticium cebennense","species","Fungi",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"469","e02809-2-18S","Ascomycota","phylum","Fungi",1613,2,"162-29",2022,2326,0.693465176268272,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"470","e02809-2-18S","Ascomycota/Basidiomycota","phylum","Fungi",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"471","e02809-2-18S","Auranticordis quadriverberis","species","Imbricatea",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"472","e02809-2-18S","Basidiomycota","phylum","Fungi",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"473","e02809-2-18S","Cercozoa","phylum","Imbricatea",664,2,"162-29",2022,2326,0.285468615649183,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"474","e02809-2-18S","Chaetoceros","genus","Bacillariophyceae",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"475","e02809-2-18S","Coscinodiscophyceae","class","Coscinodiscophyceae",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"476","e02809-2-18S","Curvibasidium","genus","Fungi",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"477","e02809-2-18S","Cyclotrichium cyclokaryon","species","Litostomatea",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"478","e02809-2-18S","Cyranomonas australis","species","Imbricatea",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"479","e02809-2-18S","Dichomitus squalens","species","Fungi",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"480","e02809-2-18S","Ebria tripartita","species","Ebriophyceae",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"481","e02809-2-18S","Esquamula lacrimiformis","species","Imbricatea",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"482","e02809-2-18S","Gastropoda","class","Gastropoda",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"483","e02809-2-18S","Mamiellaceae","family","Mamiellophyceae",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"484","e02809-2-18S","Mammalia","class","Mammalia",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"485","e02809-2-18S","Mataza hastifera","species","Thecofilosea",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"486","e02809-2-18S","Pleurocybella porrigens","species","Fungi",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"487","e02809-2-18S","Polychaeta","class","Polychaeta",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"488","e02809-2-18S","Schizoporaceae","family","Fungi",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"489","e02809-2-18S","Strombidium biarmatum","species","Spirotrichea",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"490","e02809-2-18S","Thaumatomonadida","order","Imbricatea",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"491","e02809-2-18S","Tintinnidium cf. primitivum","species","Spirotrichea",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"492","e02809-2-18S","Tremellales","order","Fungi",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
"493","e02809-2-18S","Triparmaceae","family","Bolidophyceae",0,2,"162-29",2022,2326,0,62.32656,-174.58062,"NBS",1.923671014,128.3044368,-1.5
